id,ig_username,url,follower_count,like_count,comment_count,response_count,taken_at,completed,category,created,updated
2168,transmartcarrefour,https://instagram.com/p/B_r5mbWAYBD,518952,132,0,0,2020-05-02 19:44:44,1,NULL,2020-06-22 06:54:39,2020-05-03 19:44:44
2169,transmartcarrefour,https://instagram.com/p/B_rxVKCAMY8,518952,242,4,2,2020-05-02 18:32:29,1,NULL,2020-06-22 06:54:57,2020-05-03 18:32:29
2170,transmartcarrefour,https://instagram.com/p/B_ro6wBhjH7,518952,88,0,0,2020-05-02 17:18:58,1,NULL,2020-06-22 06:55:14,2020-05-03 17:18:58
2171,transmartcarrefour,https://instagram.com/p/B_rbEMUg-Gj,518952,126,0,0,2020-05-02 15:17:55,1,NULL,2020-06-22 06:55:31,2020-05-03 15:17:55
2172,transmartcarrefour,https://instagram.com/p/B_rHgQmBf9F,518952,106,0,0,2020-05-02 12:26:59,1,NULL,2020-06-22 06:55:48,2020-05-03 12:26:59
2173,transmartcarrefour,https://instagram.com/p/B_pTOecBxd4,518952,140,5,4,2020-05-01 19:30:56,1,NULL,2020-06-22 06:56:07,2020-05-02 19:30:56
2174,transmartcarrefour,https://instagram.com/p/B_pCeN4gJ6a,518952,104,5,0,2020-05-01 17:04:32,1,NULL,2020-06-22 06:56:26,2020-05-02 17:04:32
2175,transmartcarrefour,https://instagram.com/p/B_o2VFSB3PS,518952,112,1,1,2020-05-01 15:18:26,1,NULL,2020-06-22 06:56:44,2020-05-02 15:18:26
2176,transmartcarrefour,https://instagram.com/p/B_okD0ehYMZ,518952,137,0,0,2020-05-01 12:38:47,1,NULL,2020-06-22 06:57:02,2020-05-02 12:38:47
2177,transmartcarrefour,https://instagram.com/p/B_m6cNLlDqi,518952,183,3,2,2020-04-30 21:15:53,1,NULL,2020-06-22 06:57:21,2020-05-01 21:15:53
2178,transmartcarrefour,https://instagram.com/p/B_mzN0PlVKL,518952,117,1,0,2020-04-30 20:12:45,1,NULL,2020-06-22 06:57:39,2020-05-01 20:12:45
2179,transmartcarrefour,https://instagram.com/p/B_mrpCVgFO8,518952,53,0,0,2020-04-30 19:07:06,1,NULL,2020-06-22 06:57:56,2020-05-01 19:07:06
2180,transmartcarrefour,https://instagram.com/p/B_mTPAXBQB7,518952,155,0,0,2020-04-30 15:33:17,1,NULL,2020-06-22 06:58:13,2020-05-01 15:33:17
2181,transmartcarrefour,https://instagram.com/p/B_mGrbpBeCJ,518952,80,0,0,2020-04-30 13:43:34,1,NULL,2020-06-22 06:58:30,2020-05-01 13:43:34
2182,transmartcarrefour,https://instagram.com/p/B_kVABCgQIR,518952,185,3,1,2020-04-29 21:10:14,1,NULL,2020-06-22 06:58:47,2020-04-30 21:10:14
2183,transmartcarrefour,https://instagram.com/p/B_kHGPuA8eO,518952,115,0,0,2020-04-29 19:08:45,1,NULL,2020-06-22 06:59:04,2020-04-30 19:08:45
2184,transmartcarrefour,https://instagram.com/p/B_jqia0BGm1,518952,162,1,0,2020-04-29 14:59:12,1,NULL,2020-06-22 06:59:23,2020-04-30 14:59:12
2185,transmartcarrefour,https://instagram.com/p/B_hokxagMJ7,518952,145,7,1,2020-04-28 20:03:34,1,NULL,2020-06-22 06:59:41,2020-04-29 20:03:34
2186,transmartcarrefour,https://instagram.com/p/B_hX2KNgfkF,518952,144,0,0,2020-04-28 17:37:23,1,NULL,2020-06-22 06:59:58,2020-04-29 17:37:23
2187,transmartcarrefour,https://instagram.com/p/B_g6Zsygbj5,518952,117,2,1,2020-04-28 13:20:06,1,NULL,2020-06-22 07:00:16,2020-04-29 13:20:06
2188,transmartcarrefour,https://instagram.com/p/B_gdPEwgZw7,518952,447,320,1,2020-04-28 09:05:19,1,NULL,2020-06-22 07:01:07,2020-04-29 09:05:19
2189,transmartcarrefour,https://instagram.com/p/B_fKhYVAr5V,518952,131,1,0,2020-04-27 21:02:28,1,NULL,2020-06-22 07:01:25,2020-04-28 21:02:28
2190,transmartcarrefour,https://instagram.com/p/B_fDGwlgPdM,518952,106,0,0,2020-04-27 19:57:40,1,NULL,2020-06-22 07:01:42,2020-04-28 19:57:40
2191,transmartcarrefour,https://instagram.com/p/B_e7S_9AAay,518952,94,0,0,2020-04-27 18:49:26,1,NULL,2020-06-22 07:02:00,2020-04-28 18:49:26
2192,transmartcarrefour,https://instagram.com/p/B_elnszB4ei,518952,102,3,3,2020-04-27 15:40:01,1,NULL,2020-06-22 07:02:17,2020-04-28 15:40:01
2193,transmartcarrefour,https://instagram.com/p/B_ekMmeBqGv,518952,86,1,1,2020-04-27 15:27:35,1,NULL,2020-06-22 07:02:34,2020-04-28 15:27:35
2194,transmartcarrefour,https://instagram.com/p/B_eMLr4hNqd,518952,87,0,0,2020-04-27 11:57:45,1,NULL,2020-06-22 07:02:52,2020-04-28 11:57:45
2195,transmartcarrefour,https://instagram.com/p/B_cmypIg-tv,518952,170,0,0,2020-04-26 21:11:46,1,NULL,2020-06-22 07:03:10,2020-04-27 21:11:46
2196,transmartcarrefour,https://instagram.com/p/B_cQ4GoByY3,518952,124,0,0,2020-04-26 18:00:17,1,NULL,2020-06-22 07:03:27,2020-04-27 18:00:17
2197,transmartcarrefour,https://instagram.com/p/B_b8QNbhOxw,518952,109,0,0,2020-04-26 15:00:04,1,NULL,2020-06-22 07:03:44,2020-04-27 15:00:04
2198,transmartcarrefour,https://instagram.com/p/B_bnU9zhmEj,518952,242,4,3,2020-04-26 11:57:13,1,NULL,2020-06-22 07:04:02,2020-04-27 11:57:13
2199,transmartcarrefour,https://instagram.com/p/B_aAfGMggMM,518952,121,1,0,2020-04-25 20:58:34,1,NULL,2020-06-22 07:04:20,2020-04-26 20:58:34
2200,transmartcarrefour,https://instagram.com/p/B_ZsN8RhQZ7,518952,121,1,1,2020-04-25 18:01:28,1,NULL,2020-06-22 07:04:38,2020-04-26 18:01:28
2201,transmartcarrefour,https://instagram.com/p/B_ZXwKihNPL,518952,101,2,2,2020-04-25 15:02:39,1,NULL,2020-06-22 07:04:57,2020-04-26 15:02:39
2202,transmartcarrefour,https://instagram.com/p/B_ZQyoshYss,518952,131,2,2,2020-04-25 14:01:49,1,NULL,2020-06-22 07:05:14,2020-04-26 14:01:49
2203,transmartcarrefour,https://instagram.com/p/B_ZC5ibB8P-,518952,158,3,3,2020-04-25 12:00:25,1,NULL,2020-06-22 07:05:32,2020-04-26 12:00:25
2204,transmartcarrefour,https://instagram.com/p/B_XVYonAEup,518952,309,6,6,2020-04-24 20:03:28,1,NULL,2020-06-22 07:05:51,2020-04-25 20:03:28
2205,transmartcarrefour,https://instagram.com/p/B_XHo13h90K,518952,426,9,8,2020-04-24 18:03:21,1,NULL,2020-06-22 07:06:11,2020-04-25 18:03:21
2206,transmartcarrefour,https://instagram.com/p/B_W1VxFBdcL,518952,83,0,0,2020-04-24 15:23:28,1,NULL,2020-06-22 07:06:30,2020-04-25 15:23:28
2207,transmartcarrefour,https://instagram.com/p/B_WtxNgAAx2,518952,127,1,1,2020-04-24 14:17:18,1,NULL,2020-06-22 07:06:47,2020-04-25 14:17:18
2208,transmartcarrefour,https://instagram.com/p/B_Wgbp8BMq1,518952,172,25,20,2020-04-24 12:20:46,1,NULL,2020-06-22 07:07:07,2020-04-25 12:20:46
2209,transmartcarrefour,https://instagram.com/p/B_U3NJbBOrb,518952,181,3,3,2020-04-23 21:01:17,1,NULL,2020-06-22 07:07:25,2020-04-24 21:01:17
2210,transmartcarrefour,https://instagram.com/p/B_Uvl1GAMIz,518952,83,0,0,2020-04-23 19:55:10,1,NULL,2020-06-22 07:07:42,2020-04-24 19:55:10
2211,transmartcarrefour,https://instagram.com/p/B_Us3kaAuTA,518952,175,4,3,2020-04-23 19:30:57,1,NULL,2020-06-22 07:08:00,2020-04-24 19:30:57
2212,transmartcarrefour,https://instagram.com/p/B_UjoZ9B_eN,518952,114,0,0,2020-04-23 18:10:14,1,NULL,2020-06-22 07:08:18,2020-04-24 18:10:14
2213,transmartcarrefour,https://instagram.com/p/B_Ud9JRByO1,518952,86,1,1,2020-04-23 17:20:38,1,NULL,2020-06-22 07:08:37,2020-04-24 17:20:38
2214,transmartcarrefour,https://instagram.com/p/B_T9b1mgFRP,518952,93,0,0,2020-04-23 12:41:23,1,NULL,2020-06-22 07:08:54,2020-04-24 12:41:23
2215,infosuperindo,https://instagram.com/p/CBr7DpvpGDp,491881,124,5,3,2020-06-21 13:00:15,1,NULL,2020-06-22 07:09:12,2020-06-24 23:06:24
2216,infosuperindo,https://instagram.com/p/CBr0L1hjm7X,491881,327,1,0,2020-06-21 12:00:12,1,NULL,2020-06-22 07:09:29,2020-06-22 12:00:12
2217,infosuperindo,https://instagram.com/p/CBrmhCFFt9a,491881,205,30,19,2020-06-21 10:00:50,1,NULL,2020-06-22 07:09:47,2020-06-24 23:07:01
2218,infosuperindo,https://instagram.com/p/CBpbhOulA4B,491881,273,1,1,2020-06-20 13:46:12,1,NULL,2020-06-22 07:10:04,2020-06-21 13:46:12
2219,infosuperindo,https://instagram.com/p/CBnCjl2FO9m,491881,130,14,0,2020-06-19 15:29:50,1,NULL,2020-06-22 07:10:21,2020-06-20 15:29:50
2220,infosuperindo,https://instagram.com/p/CBnAh9lBb8K,491881,290,4,1,2020-06-19 15:11:53,1,NULL,2020-06-22 07:10:39,2020-06-20 15:11:53
2221,infosuperindo,https://instagram.com/p/CBmWlFcFB1l,491881,1089,38,4,2020-06-19 09:05:18,1,NULL,2020-06-22 07:10:58,2020-06-20 09:05:18
2222,infosuperindo,https://instagram.com/p/CBknto2AG6f,491881,198,3,3,2020-06-18 16:56:32,1,NULL,2020-06-22 07:11:15,2020-06-19 16:56:32
2223,infosuperindo,https://instagram.com/p/CBjzFifhpOt,491881,411,1,1,2020-06-18 09:16:41,1,NULL,2020-06-22 07:11:32,2020-06-19 09:16:41
2224,infosuperindo,https://instagram.com/p/CBhjRcyF6hR,491881,2931,127,27,2020-06-17 12:20:01,1,NULL,2020-06-22 07:12:02,2020-06-18 12:20:01
2225,info_yogyagroup,https://instagram.com/p/CBsI2l2lzVp,128467,67,2,1,2020-06-21 15:00:48,1,NULL,2020-06-22 07:17:21,2020-06-24 23:09:42
2226,info_yogyagroup,https://instagram.com/p/CBr0QG9B8DI,128467,294,29,5,2020-06-21 12:00:47,1,NULL,2020-06-22 07:17:40,2020-06-24 23:10:02
2227,info_yogyagroup,https://instagram.com/p/CBrfptllp1L,128467,71,2,2,2020-06-21 09:00:47,1,NULL,2020-06-22 07:17:57,2020-06-24 23:10:19
2228,info_yogyagroup,https://instagram.com/p/CBpkDsyF78A,128467,65,2,0,2020-06-20 15:00:48,1,NULL,2020-06-22 07:18:14,2020-06-21 15:00:48
2229,info_yogyagroup,https://instagram.com/p/CBpPdFGlLSR,128467,113,4,0,2020-06-20 12:00:46,1,NULL,2020-06-22 07:18:32,2020-06-21 12:00:46
2230,info_yogyagroup,https://instagram.com/p/CBo620Sl1ht,128467,273,136,0,2020-06-20 09:00:47,1,NULL,2020-06-22 07:18:59,2020-06-21 09:00:47
2231,info_yogyagroup,https://instagram.com/p/CBomQjtF7T5,128467,137,3,0,2020-06-20 06:00:48,1,NULL,2020-06-22 07:19:15,2020-06-21 06:00:48
2232,info_yogyagroup,https://instagram.com/p/CBnoZYuFxLY,128467,112,9,0,2020-06-19 21:00:14,1,NULL,2020-06-22 07:19:33,2020-06-20 21:00:14
2233,info_yogyagroup,https://instagram.com/p/CBnhh9Dh-P2,128467,55,0,0,2020-06-19 20:00:14,1,NULL,2020-06-22 07:19:49,2020-06-20 20:00:14
2234,info_yogyagroup,https://instagram.com/p/CBnT3O1FMtm,128467,88,0,0,2020-06-19 18:00:49,1,NULL,2020-06-22 07:20:06,2020-06-20 18:00:49
2235,info_yogyagroup,https://instagram.com/p/CBnFE78FaN_,128467,107,1,0,2020-06-19 15:51:37,1,NULL,2020-06-22 07:20:23,2020-06-20 15:51:37
2236,info_yogyagroup,https://instagram.com/p/CBm4VmoB4xO,128467,356,6,1,2020-06-19 14:00:17,1,NULL,2020-06-22 07:20:42,2020-06-20 14:00:17
2237,info_yogyagroup,https://instagram.com/p/CBmnKn3BqFS,128467,277,47,9,2020-06-19 11:30:14,1,NULL,2020-06-22 07:21:03,2020-06-20 11:30:14
2238,info_yogyagroup,https://instagram.com/p/CBmBbXiFJim,128467,411,16,1,2020-06-19 06:00:29,1,NULL,2020-06-22 07:21:21,2020-06-20 06:00:29
2239,info_yogyagroup,https://instagram.com/p/CBlFZUOl4Oz,128467,46,3,1,2020-06-18 21:16:29,1,NULL,2020-06-22 07:21:38,2020-06-19 21:16:29
2240,info_yogyagroup,https://instagram.com/p/CBk15YrldEc,128467,53,1,0,2020-06-18 19:00:29,1,NULL,2020-06-22 07:21:55,2020-06-19 19:00:29
2241,info_yogyagroup,https://instagram.com/p/CBkoKZwFs4-,128467,171,23,5,2020-06-18 17:00:28,1,NULL,2020-06-22 07:22:13,2020-06-19 17:00:28
2242,info_yogyagroup,https://instagram.com/p/CBkY6Gzl4q3,128467,69,1,1,2020-06-18 14:47:10,1,NULL,2020-06-22 07:22:30,2020-06-19 14:47:10
2243,info_yogyagroup,https://instagram.com/p/CBkDidyhmdZ,128467,81,4,2,2020-06-18 11:40:27,1,NULL,2020-06-22 07:22:48,2020-06-19 11:40:27
2244,info_yogyagroup,https://instagram.com/p/CBjx8cRBmG6,128467,53,1,1,2020-06-18 09:06:42,1,NULL,2020-06-22 07:23:05,2020-06-19 09:06:42
2245,info_yogyagroup,https://instagram.com/p/CBieySfFRgo,128467,111,5,4,2020-06-17 21:00:03,1,NULL,2020-06-22 07:23:25,2020-06-18 21:00:03
2246,info_yogyagroup,https://instagram.com/p/CBiRDS9loIo,128467,47,0,0,2020-06-17 19:00:02,1,NULL,2020-06-22 07:23:42,2020-06-18 19:00:02
2247,info_yogyagroup,https://instagram.com/p/CBiDUdfF_Ff,128467,54,0,0,2020-06-17 17:00:03,1,NULL,2020-06-22 07:23:59,2020-06-18 17:00:03
2248,info_yogyagroup,https://instagram.com/p/CBh1oFFFORu,128467,81,38,0,2020-06-17 15:00:24,1,NULL,2020-06-22 07:24:18,2020-06-18 15:00:24
2249,info_yogyagroup,https://instagram.com/p/CBhuuDAp9gD,128467,43,1,0,2020-06-17 14:00:03,1,NULL,2020-06-22 07:24:36,2020-06-18 14:00:03
2250,info_yogyagroup,https://instagram.com/p/CBhoVR9lQzz,128467,145,17,0,2020-06-17 13:04:14,1,NULL,2020-06-22 07:24:53,2020-06-18 13:04:14
2251,info_yogyagroup,https://instagram.com/p/CBhYxaeh5ct,128467,43,0,0,2020-06-17 10:48:16,1,NULL,2020-06-22 07:25:10,2020-06-18 10:48:16
2252,info_yogyagroup,https://instagram.com/p/CBf6KMYlSAL,128467,230,28,2,2020-06-16 21:01:31,1,NULL,2020-06-22 07:25:29,2020-06-17 21:01:31
2253,info_yogyagroup,https://instagram.com/p/CBfsXXjl7mv,128467,219,10,5,2020-06-16 19:00:59,1,NULL,2020-06-22 07:25:49,2020-06-17 19:00:59
2254,info_yogyagroup,https://instagram.com/p/CBfemuTFxlF,128467,110,3,3,2020-06-16 17:00:45,1,NULL,2020-06-22 07:26:06,2020-06-17 17:00:45
2255,info_yogyagroup,https://instagram.com/p/CBfP_FLl3mG,128467,51,0,0,2020-06-16 14:53:00,1,NULL,2020-06-22 07:26:23,2020-06-17 14:53:00
2256,info_yogyagroup,https://instagram.com/p/CBfEEvYl9AV,128467,84,8,6,2020-06-16 13:08:55,1,NULL,2020-06-22 07:26:42,2020-06-17 13:08:55
2257,info_yogyagroup,https://instagram.com/p/CBez5GfBx2M,128467,50,6,3,2020-06-16 10:47:31,1,NULL,2020-06-22 07:27:00,2020-06-17 10:47:31
2258,info_yogyagroup,https://instagram.com/p/CBemsWPBIet,128467,260,1,0,2020-06-16 08:52:11,1,NULL,2020-06-22 07:27:17,2020-06-17 08:52:11
2259,info_yogyagroup,https://instagram.com/p/CBdQP1gF4jz,128467,73,2,2,2020-06-15 20:27:04,1,NULL,2020-06-22 07:27:35,2020-06-16 20:27:04
2260,info_yogyagroup,https://instagram.com/p/CBdOhOUFlj1,128467,88,0,0,2020-06-15 20:01:43,1,NULL,2020-06-22 07:27:52,2020-06-16 20:01:43
2261,info_yogyagroup,https://instagram.com/p/CBdEIrBFmxd,128467,43,0,0,2020-06-15 18:30:59,1,NULL,2020-06-22 07:28:09,2020-06-16 18:30:59
2262,info_yogyagroup,https://instagram.com/p/CBc2SlSFtF1,128467,237,2,0,2020-06-15 16:36:23,1,NULL,2020-06-22 07:28:27,2020-06-16 16:36:23
2263,info_yogyagroup,https://instagram.com/p/CBck0Q2lUqP,128467,144,3,0,2020-06-15 13:57:18,1,NULL,2020-06-22 07:28:44,2020-06-16 13:57:18
2264,info_yogyagroup,https://instagram.com/p/CBcUhvqB2gd,128467,92,2,2,2020-06-15 11:34:58,1,NULL,2020-06-22 07:29:02,2020-06-16 11:34:58
2265,info_yogyagroup,https://instagram.com/p/CBcCJgjhMRp,128467,76,4,3,2020-06-15 08:54:22,1,NULL,2020-06-22 07:29:19,2020-06-16 08:54:22
2266,info_yogyagroup,https://instagram.com/p/CBaNjSsFgJR,128467,35,1,1,2020-06-14 15:56:04,1,NULL,2020-06-22 07:29:36,2020-06-15 15:56:04
2267,info_yogyagroup,https://instagram.com/p/CBZyrOiFsF0,128467,112,4,3,2020-06-14 12:00:41,1,NULL,2020-06-22 07:29:54,2020-06-15 12:00:41
2268,info_yogyagroup,https://instagram.com/p/CBZeE--A6z1,128467,89,1,0,2020-06-14 09:00:42,1,NULL,2020-06-22 07:30:12,2020-06-15 09:00:42
2269,info_yogyagroup,https://instagram.com/p/CBZJekAlOp4,128467,154,11,7,2020-06-14 06:00:42,1,NULL,2020-06-22 07:30:30,2020-06-15 06:00:42
2270,info_yogyagroup,https://instagram.com/p/CBXie0uFvZk,128467,107,4,0,2020-06-13 15:00:42,1,NULL,2020-06-22 07:30:47,2020-06-14 15:00:42
2271,info_yogyagroup,https://instagram.com/p/CBXN4idF07u,128467,176,5,2,2020-06-13 12:00:43,1,NULL,2020-06-22 07:31:04,2020-06-14 12:00:43
2272,info_yogyagroup,https://instagram.com/p/CBW5Sn9lSrl,128467,154,64,0,2020-06-13 09:00:46,1,NULL,2020-06-22 07:31:25,2020-06-14 09:00:46
2273,info_yogyagroup,https://instagram.com/p/CBWkrt7FfxY,128467,85,0,0,2020-06-13 06:00:42,1,NULL,2020-06-22 07:31:42,2020-06-14 06:00:42
2274,info_yogyagroup,https://instagram.com/p/CBVjc0nFZtc,128467,47,0,0,2020-06-12 20:30:44,1,NULL,2020-06-22 07:31:59,2020-06-13 20:30:44
2275,info_yogyagroup,https://instagram.com/p/CBVZKgcl3Ty,128467,65,0,0,2020-06-12 19:00:48,1,NULL,2020-06-22 07:32:16,2020-06-13 19:00:48
2276,info_yogyagroup,https://instagram.com/p/CBVNIpBFULy,128467,62,0,0,2020-06-12 17:15:41,1,NULL,2020-06-22 07:32:33,2020-06-13 17:15:41
2277,info_yogyagroup,https://instagram.com/p/CBVLbQMgKR7,128467,43,0,0,2020-06-12 17:00:45,1,NULL,2020-06-22 07:32:50,2020-06-13 17:00:45
2278,info_yogyagroup,https://instagram.com/p/CBVJs45Fa8t,128467,53,0,0,2020-06-12 16:45:41,1,NULL,2020-06-22 07:33:07,2020-06-13 16:45:41
2279,info_yogyagroup,https://instagram.com/p/CBVH_BFFYqS,128467,65,1,0,2020-06-12 16:30:41,1,NULL,2020-06-22 07:33:24,2020-06-13 16:30:41
2280,info_yogyagroup,https://instagram.com/p/CBVGRRpF7Mx,128467,73,2,0,2020-06-12 16:15:42,1,NULL,2020-06-22 07:33:41,2020-06-13 16:15:42
2281,info_yogyagroup,https://instagram.com/p/CBVEkDAFrng,128467,38,0,0,2020-06-12 16:00:47,1,NULL,2020-06-22 07:33:59,2020-06-13 16:00:47
2282,info_yogyagroup,https://instagram.com/p/CBVC1ZMl-8h,128467,42,0,0,2020-06-12 15:45:41,1,NULL,2020-06-22 07:34:16,2020-06-13 15:45:41
2283,info_yogyagroup,https://instagram.com/p/CBVBHmtlieM,128467,49,0,0,2020-06-12 15:30:41,1,NULL,2020-06-22 07:34:33,2020-06-13 15:30:41
2284,info_yogyagroup,https://instagram.com/p/CBU_-WKFGsn,128467,48,0,0,2020-06-12 15:20:41,1,NULL,2020-06-22 07:34:51,2020-06-13 15:20:41
2285,info_yogyagroup,https://instagram.com/p/CBUqiMclprv,128467,107,5,0,2020-06-12 12:13:21,1,NULL,2020-06-22 07:35:09,2020-06-13 12:13:21
2286,info_yogyagroup,https://instagram.com/p/CBUbxSSBedB,128467,304,2,0,2020-06-12 10:04:20,1,NULL,2020-06-22 07:35:26,2020-06-13 10:04:20
2287,info_yogyagroup,https://instagram.com/p/CBUPMQSBzA7,128467,458,13,6,2020-06-12 08:14:25,1,NULL,2020-06-22 07:35:45,2020-06-13 08:14:25
2288,info_yogyagroup,https://instagram.com/p/CBTKBrjF9z6,128467,96,0,0,2020-06-11 22:10:10,1,NULL,2020-06-22 07:36:02,2020-06-12 22:10:10
2289,info_yogyagroup,https://instagram.com/p/CBSw2uUltUv,128467,153,6,0,2020-06-11 18:30:06,1,NULL,2020-06-22 07:36:19,2020-06-12 18:30:06
2290,info_yogyagroup,https://instagram.com/p/CBSkM_yFoNo,128467,57,0,0,2020-06-11 16:42:18,1,NULL,2020-06-22 07:36:36,2020-06-12 16:42:18
2291,info_yogyagroup,https://instagram.com/p/CBSa7mSlhRY,128467,85,0,0,2020-06-11 15:18:31,1,NULL,2020-06-22 07:36:53,2020-06-12 15:18:31
2292,info_yogyagroup,https://instagram.com/p/CBSQVuxF5dV,128467,58,0,0,2020-06-11 13:45:58,1,NULL,2020-06-22 07:37:10,2020-06-12 13:45:58
2293,info_yogyagroup,https://instagram.com/p/CBR9LNcFpTu,128467,72,3,0,2020-06-11 11:00:23,1,NULL,2020-06-22 07:37:27,2020-06-12 11:00:23
2294,info_yogyagroup,https://instagram.com/p/CBRzOwjB_fU,128467,59,0,0,2020-06-11 09:31:37,1,NULL,2020-06-22 07:37:44,2020-06-12 09:31:37
2295,info_yogyagroup,https://instagram.com/p/CBQkOCYlBcF,128467,85,3,1,2020-06-10 22:01:15,1,NULL,2020-06-22 07:38:01,2020-06-11 22:01:15
2296,info_yogyagroup,https://instagram.com/p/CBQdTjBll7L,128467,60,0,0,2020-06-10 21:00:47,1,NULL,2020-06-22 07:38:18,2020-06-11 21:00:47
2297,info_yogyagroup,https://instagram.com/p/CBQIsG4lW56,128467,270,43,2,2020-06-10 18:00:38,1,NULL,2020-06-22 07:38:39,2020-06-11 18:00:38
2298,info_yogyagroup,https://instagram.com/p/CBP0GCdJlI9,128467,509,958,1,2020-06-10 15:00:41,1,NULL,2020-06-22 07:41:42,2020-06-11 15:00:41
2299,info_yogyagroup,https://instagram.com/p/CBPqTgJlHZY,128467,39,0,0,2020-06-10 13:35:26,1,NULL,2020-06-22 07:41:59,2020-06-11 13:35:26
2300,info_yogyagroup,https://instagram.com/p/CBPTbh8BzSq,128467,96,6,4,2020-06-10 10:15:15,1,NULL,2020-06-22 07:42:17,2020-06-11 10:15:15
2301,info_yogyagroup,https://instagram.com/p/CBPJQMsh3ca,128467,67,4,1,2020-06-10 08:46:20,1,NULL,2020-06-22 07:42:35,2020-06-11 08:46:20
2302,info_yogyagroup,https://instagram.com/p/CBNxn5KlfEz,128467,63,1,1,2020-06-09 20:00:36,1,NULL,2020-06-22 07:42:52,2020-06-10 20:00:36
2303,info_yogyagroup,https://instagram.com/p/CBNq5qLJfsu,128467,62,0,0,2020-06-09 19:01:52,1,NULL,2020-06-22 07:43:09,2020-06-10 19:01:52
2304,info_yogyagroup,https://instagram.com/p/CBNj47qFD3T,128467,53,0,0,2020-06-09 18:00:36,1,NULL,2020-06-22 07:43:25,2020-06-10 18:00:36
2305,info_yogyagroup,https://instagram.com/p/CBNdBmZFpCp,128467,158,34,2,2020-06-09 17:00:37,1,NULL,2020-06-22 07:43:45,2020-06-10 17:00:37
2306,info_yogyagroup,https://instagram.com/p/CBNPSqolpbt,128467,92,1,1,2020-06-09 15:00:37,1,NULL,2020-06-22 07:44:02,2020-06-10 15:00:37
2307,info_yogyagroup,https://instagram.com/p/CBNB84kFfwt,128467,79,2,0,2020-06-09 13:04:02,1,NULL,2020-06-22 07:44:19,2020-06-10 13:04:02
2308,info_yogyagroup,https://instagram.com/p/CBMozUThHA-,128467,292,1,0,2020-06-09 09:24:17,1,NULL,2020-06-22 07:44:37,2020-06-10 09:24:17
2309,info_yogyagroup,https://instagram.com/p/CBLF_4rlHRb,128467,75,1,0,2020-06-08 19:00:55,1,NULL,2020-06-22 07:44:55,2020-06-09 19:00:55
2310,info_yogyagroup,https://instagram.com/p/CBK4P_nF73C,128467,62,0,0,2020-06-08 17:00:47,1,NULL,2020-06-22 07:45:12,2020-06-09 17:00:47
2311,info_yogyagroup,https://instagram.com/p/CBKoYz4lxMD,128467,68,2,0,2020-06-08 14:42:11,1,NULL,2020-06-22 07:45:30,2020-06-09 14:42:11
2312,info_yogyagroup,https://instagram.com/p/CBKhUHhlyhI,128467,86,2,1,2020-06-08 13:40:22,1,NULL,2020-06-22 07:45:47,2020-06-09 13:40:22
2313,info_yogyagroup,https://instagram.com/p/CBKHqwPhVww,128467,114,6,6,2020-06-08 09:56:16,1,NULL,2020-06-22 07:46:05,2020-06-09 09:56:16
2314,info_yogyagroup,https://instagram.com/p/CBH3mR6lWjr,128467,125,5,2,2020-06-07 12:59:13,1,NULL,2020-06-22 07:46:23,2020-06-08 12:59:13
2315,info_yogyagroup,https://instagram.com/p/CBHxGoWHrrH,128467,197,22,2,2020-06-07 12:00:37,1,NULL,2020-06-22 07:46:44,2020-06-08 12:00:37
2316,info_yogyagroup,https://instagram.com/p/CBHH52UF3Cu,128467,66,2,2,2020-06-07 06:00:39,1,NULL,2020-06-22 07:47:02,2020-06-08 06:00:39
2317,info_yogyagroup,https://instagram.com/p/CBGKHSWle5g,128467,58,0,0,2020-06-06 21:00:41,1,NULL,2020-06-22 07:47:20,2020-06-07 21:00:41
2318,info_yogyagroup,https://instagram.com/p/CBF16FWF8El,128467,91,3,1,2020-06-06 18:06:40,1,NULL,2020-06-22 07:47:38,2020-06-07 18:06:40
2319,info_yogyagroup,https://instagram.com/p/CBFg55TlXdA,128467,167,17,9,2020-06-06 15:00:35,1,NULL,2020-06-22 07:47:56,2020-06-07 15:00:35
2320,info_yogyagroup,https://instagram.com/p/CBFMTkEFChg,128467,119,24,0,2020-06-06 12:00:36,1,NULL,2020-06-22 07:48:15,2020-06-07 12:00:36
2321,info_yogyagroup,https://instagram.com/p/CBE3tQNlrc3,128467,81,0,0,2020-06-06 09:00:36,1,NULL,2020-06-22 07:48:32,2020-06-07 09:00:36
2322,info_yogyagroup,https://instagram.com/p/CBEjG1jlmLf,128467,415,64,2,2020-06-06 06:00:36,1,NULL,2020-06-22 07:48:53,2020-06-07 06:00:36
2323,info_yogyagroup,https://instagram.com/p/CBDecu8ly-G,128467,117,4,1,2020-06-05 20:00:39,1,NULL,2020-06-22 07:49:11,2020-06-06 20:00:39
2324,info_yogyagroup,https://instagram.com/p/CBDQtqbF6sd,128467,59,3,2,2020-06-05 18:00:38,1,NULL,2020-06-22 07:49:29,2020-06-06 18:00:38
2325,info_yogyagroup,https://instagram.com/p/CBDC-a0BVVY,128467,54,0,0,2020-06-05 16:00:39,1,NULL,2020-06-22 07:49:46,2020-06-06 16:00:39
2326,info_yogyagroup,https://instagram.com/p/CBC1PuaBPg2,128467,264,5,3,2020-06-05 14:00:37,1,NULL,2020-06-22 07:50:04,2020-06-06 14:00:37
